0.2	1.9116564232491172e-14
0.21000000000000002	3.3405699926054795e-14
0.22	5.6721327243063486e-14
0.23	9.384384653225283e-14
0.24000000000000002	1.5159990311019837e-13
0.25	2.395916268471245e-13
0.26	3.7109886277810924e-13
0.27	5.641981243267939e-13
0.28	8.431272280662219e-13
0.29000000000000004	1.2399557746479206e-12
0.30000000000000004	1.7965420506719099e-12
0.31000000000000005	2.5669739393810368e-12
0.32	3.620257798759387e-12
0.33	5.043637556904222e-12
0.34	6.946572193763477e-12
0.35	9.464146166753766e-12
0.36	1.2762921191019613e-11
0.37	1.7045918260487932e-11
0.38	2.2558658493423612e-11
0.39	2.9595954516632464e-11
0.4	3.850930712581332e-11
0.41000000000000003	4.971486185024018e-11
0.42000000000000004	6.370212424684493e-11
0.43000000000000005	8.10432498640463e-11
0.44	1.0240286959706311e-10
0.45	1.2854854254423476e-10
0.46	1.6036145822028e-10
0.47000000000000003	1.988477800334649e-10
0.48000000000000004	2.451499498756144e-10
0.49000000000000005	3.005580446442565e-10
0.5	3.665217156954594e-10
0.51	4.446600327607952e-10
0.52	5.367739633301755e-10
0.53	6.448545801850437e-10
0.54	7.710926672072297e-10
0.55	9.178859651915257e-10
0.56	1.0878448705117368e-9
0.5700000000000001	1.2837962016348442e-9
0.5800000000000001	1.5087842365439814e-9
0.5900000000000001	1.7660689503085625e-9
0.6000000000000001	2.0591209784528423e-9
0.6100000000000001	2.391612369063816e-9
0.62	2.767403370432937e-9
0.63	3.1905238310708272e-9
0.64	3.665149639589095e-9
0.65	4.195572797046859e-9
0.66	4.786165059985603e-9
0.67	5.441334571754181e-9
0.6799999999999999	6.165474877154355e-9
0.69	6.96290582283464e-9
0.7	7.83780615254829e-9
0.71	8.794136974977551e-9
0.72	9.835556354405484e-9
0.73	1.0965324466362912e-8
0.74	1.2186199256115868e-8
0.75	1.3500322648113345e-8
0.76	1.4909096995174654e-8
0.77	1.6413051162388514e-8
0.78	1.7630926978041783e-8
0.79	1.8836797453373713e-8
0.8	2.014579137593951e-8
0.81	2.125580790313263e-8
0.8200000000000001	2.2660512905390533e-8
0.8300000000000001	2.3944504223958937e-8
0.8400000000000001	2.5670986640441427e-8
0.8500000000000001	2.745007031675843e-8
0.8600000000000001	2.8357402103886996e-8
0.8700000000000001	2.9126850894011153e-8
0.88	2.762761282107882e-8
0.881	2.724530333158098e-8
0.882	2.6802926604471426e-8
0.883	2.6294586387935315e-8
0.884	2.5713822214833308e-8
0.885	2.5053555866710854e-8
0.886	2.430603311227344e-8
0.887	2.346276041414108e-8
0.888	2.251443457040969e-8
0.889	2.1450868397775492e-8
0.89	2.026090635285834e-8
0.891	1.893233476421604e-8
0.892	1.7451783172153855e-8
0.893	1.580461554284032e-8
0.894	1.3974814548093511e-8
0.895	1.1944851316635485e-8
0.896	9.695546399638743e-9
0.897	7.2059168410107074e-9
0.898	4.453009749558131e-9
0.899	1.4117206299967402e-9
0.9000000000000001	-1.9454044151602313e-9
