0.	-30.	-7.45
0.	-30.	-7.4
0.	-30.	-7.35
0.	-30.	-7.3
0.	-30.	-7.25
0.	-30.	-7.2
0.	-30.	-7.15
0.	-30.	-7.1
0.	-30.	-7.05
0.	-30.	-7.
0.	-29.98	-7.45
0.	-29.98	-7.4
0.	-29.98	-7.35
0.	-29.98	-7.3
0.	-29.98	-7.25
0.	-29.98	-7.2
0.	-29.98	-7.15
0.	-29.98	-7.1
0.	-29.98	-7.05
0.	-29.98	-7.
0.	-29.96	-7.4
0.	-29.96	-7.35
0.	-29.96	-7.3
0.	-29.96	-7.25
0.	-29.96	-7.2
0.	-29.96	-7.15
0.	-29.96	-7.1
0.	-29.96	-7.05
0.	-29.96	-7.
0.	-29.94	-7.4
0.	-29.94	-7.35
0.	-29.94	-7.3
0.	-29.94	-7.25
0.	-29.94	-7.2
0.	-29.94	-7.15
0.	-29.94	-7.1
0.	-29.94	-7.05
0.	-29.94	-7.
0.	-29.92	-7.4
0.	-29.92	-7.35
0.	-29.92	-7.3
0.	-29.92	-7.25
0.	-29.92	-7.2
0.	-29.92	-7.15
0.	-29.92	-7.1
0.	-29.92	-7.05
0.	-29.92	-7.
0.	-29.9	-7.35
0.	-29.9	-7.3
0.	-29.9	-7.25
0.	-29.9	-7.2
0.	-29.9	-7.15
0.	-29.9	-7.1
0.	-29.9	-7.05
0.	-29.9	-7.
0.	-29.88	-7.35
0.	-29.88	-7.3
0.	-29.88	-7.25
0.	-29.88	-7.2
0.	-29.88	-7.15
0.	-29.88	-7.1
0.	-29.88	-7.05
0.	-29.88	-7.
0.	-29.86	-7.3
0.	-29.86	-7.25
0.	-29.86	-7.2
0.	-29.86	-7.15
0.	-29.86	-7.1
0.	-29.86	-7.05
0.	-29.86	-7.
0.	-29.84	-7.3
0.	-29.84	-7.25
0.	-29.84	-7.2
0.	-29.84	-7.15
0.	-29.84	-7.1
0.	-29.84	-7.05
0.	-29.84	-7.
0.	-29.82	-7.3
0.	-29.82	-7.25
0.	-29.82	-7.2
0.	-29.82	-7.15
0.	-29.82	-7.1
0.	-29.82	-7.05
0.	-29.82	-7.
0.	-29.8	-7.25
0.	-29.8	-7.2
0.	-29.8	-7.15
0.	-29.8	-7.1
0.	-29.8	-7.05
0.	-29.8	-7.
0.	-29.78	-7.25
0.	-29.78	-7.2
0.	-29.78	-7.15
0.	-29.78	-7.1
0.	-29.78	-7.05
0.	-29.78	-7.
0.	-29.76	-7.25
0.	-29.76	-7.2
0.	-29.76	-7.15
0.	-29.76	-7.1
0.	-29.76	-7.05
0.	-29.76	-7.
0.	-29.740000000000002	-7.2
0.	-29.740000000000002	-7.15
0.	-29.740000000000002	-7.1
0.	-29.740000000000002	-7.05
0.	-29.740000000000002	-7.
0.	-29.720000000000002	-7.2
0.	-29.720000000000002	-7.15
0.	-29.720000000000002	-7.1
0.	-29.720000000000002	-7.05
0.	-29.720000000000002	-7.
0.	-29.7	-7.15
0.	-29.7	-7.1
0.	-29.7	-7.05
0.	-29.7	-7.
0.	-29.68	-7.15
0.	-29.68	-7.1
0.	-29.68	-7.05
0.	-29.68	-7.
0.	-29.66	-7.15
0.	-29.66	-7.1
0.	-29.66	-7.05
0.	-29.66	-7.
0.	-29.64	-7.1
0.	-29.64	-7.05
0.	-29.64	-7.
0.	-29.62	-7.1
0.	-29.62	-7.05
0.	-29.62	-7.
0.	-29.6	-7.05
0.	-29.6	-7.
0.	-29.580000000000002	-7.05
0.	-29.580000000000002	-7.
0.	-29.560000000000002	-7.05
