0.5	3.440139932441173e-14
0.51	4.5204550688044886e-14
0.52	5.903814472301246e-14
0.53	7.667049173761295e-14
0.54	9.895709590914653e-14
0.55	1.2703675087429838e-13
0.56	1.6213753439328183e-13
0.5700000000000001	2.0594465194351102e-13
0.58	2.602608141427492e-13
0.59	3.273056401862493e-13
0.6	4.0969790841099073e-13
0.61	5.105615629875397e-13
0.62	6.332714253277731e-13
0.63	7.823078747608752e-13
0.64	9.623702234718385e-13
0.65	1.1792330925422624e-12
0.66	1.4392268231658773e-12
0.67	1.7500195191672445e-12
0.68	2.1200719287123868e-12
0.6900000000000001	2.5592637908608634e-12
0.7	3.078727532656683e-12
0.71	3.69112890648126e-12
0.72	4.410667143715285e-12
0.73	5.2536750112173735e-12
0.74	6.238260330759019e-12
0.75	7.384707543940777e-12
0.76	8.715816936233596e-12
0.77	1.0257065442197292e-11
0.78	1.2036122713076143e-11
0.79	1.4084769915711464e-11
0.8	1.6437240762268758e-11
0.81	1.9131519591945724e-11
0.8200000000000001	2.2209472041436374e-11
0.8300000000000001	2.5716646421817114e-11
0.8400000000000001	2.970319372591779e-11
0.8500000000000001	3.4223375515320186e-11
0.86	3.933649072322712e-11
0.87	4.510652381080359e-11
0.88	5.1602816940700675e-11
0.89	5.889985128419201e-11
0.9	6.707784400098888e-11
0.902	6.882656590937843e-11
0.904	7.061467564478445e-11
0.906	7.244288464115741e-11
0.908	7.431192291179387e-11
0.91	7.622252711436142e-11
0.912	7.817544311174933e-11
0.914	8.017146614322623e-11
0.916	8.221129391404499e-11
0.918	8.429581699755178e-11
0.92	8.642567135899797e-11
0.922	8.860179419263573e-11
0.924	9.082501397459006e-11
0.926	9.309597258133322e-11
0.928	9.541575454543176e-11
0.93	9.778483646494239e-11
0.932	1.0020438356737709e-10
0.97	1.5444479981530555e-10
0.972	1.5807564106965832e-10
0.974	1.617867877891629e-10
0.978	1.6945616918018747e-10
0.982	1.7746526558971555e-10
0.984	1.8160113206908484e-10
0.986	1.8582663187813821e-10
0.988	1.9014360083280064e-10
0.99	1.9755348499249907e-10
0.992	2.0305808887244916e-10
0.998	2.1015708209351996e-10
1.	2.1805783263951723e-10
1.094	6.741015440014542e-10
1.096	6.877728788741153e-10
1.098	7.016699754806081e-10
1.1	7.207956249086707e-10
1.102	7.401523865212259e-10
1.104	7.547431409469282e-10
1.106	7.69570451575715e-10
1.108	7.846370467424978e-10
1.11	7.999456903019263e-10
1.112	8.154990730999986e-10
1.114	8.312998882327068e-10
1.116	8.473508873058173e-10
1.118	8.636548100301306e-10
1.12	8.802143967906506e-10
1.122	8.970323531448908e-10
1.124	9.141114666157683e-10
1.1260000000000001	9.314544022515324e-10
1.1280000000000001	9.490639476991405e-10
1.1300000000000001	9.669428380803975e-10
1.1320000000000001	9.850937997944172e-10
1.1340000000000001	1.0035194914287953e-9
1.1360000000000001	1.0222227246691313e-9
1.1380000000000001	1.041206181266428e-9
1.1400000000000001	1.0604725434020476e-9
1.1420000000000001	1.0800245656890718e-9
1.1440000000000001	1.0998648977378344e-9
1.146	1.1199962500644331e-9
1.148	1.1404213124351183e-9
1.15	1.1611426797475372e-9
1.152	1.1821630784690848e-9
1.154	1.2034850763732024e-9
1.156	1.225111396182109e-9
1.158	1.2470445600194043e-9
1.16	1.2692871235181524e-9
1.162	1.291841641891747e-9
1.164	1.3147108157165805e-9
1.166	1.337897029258103e-9
1.168	1.3614027827075942e-9
1.17	1.3852306467146365e-9
1.172	1.4093830152977511e-9
1.174	1.4338622594089197e-9
1.176	1.4586708660731429e-9
1.178	1.483811096007673e-9
1.18	1.5092854226193736e-9
1.182	1.5350960436425564e-9
1.184	1.5612451790727034e-9
1.186	1.587735187523223e-9
1.188	1.6145681690292966e-9
1.19	1.6417462590877655e-9
1.192	1.6692716482395256e-9
1.194	1.6971463091854382e-9
1.196	1.7253722792038217e-9
1.198	1.7539515582769464e-9
1.2	1.7828860529256084e-9
1.2100000000000002	1.932949869651099e-9
1.22	2.0921492377568847e-9
1.23	2.2606546883279723e-9
1.24	2.438586516056741e-9
1.25	2.626002473206598e-9
1.26	2.822876140503505e-9
1.27	3.0290571046149823e-9
1.28	3.244184111544977e-9
1.29	3.467489648507627e-9
1.3	3.6973432863550108e-9
1.31	3.930181845596668e-9
1.32	4.158002959165364e-9
1.33	4.362527986483798e-9
1.34	4.501718369774027e-9
1.35	4.4789163166079335e-9
1.351	4.460909458526278e-9
1.352	4.43896350750061e-9
1.353	4.412730411811757e-9
1.354	4.38183339096552e-9
1.355	4.345862024797739e-9
1.356	4.304371852835861e-9
1.357	4.256880233724224e-9
1.358	4.2028635213350915e-9
1.359	4.141753531004855e-9
1.36	4.072933666685716e-9
1.361	3.995735240247682e-9
1.362	3.909432811256433e-9
1.363	3.813239523219124e-9
1.364	3.706302130571346e-9
1.365	3.58769524468693e-9
1.366	3.4564155163854427e-9
1.367	3.3113752423937983e-9
1.368	3.1513951614879247e-9
1.369	2.9751970351007133e-9
1.37	2.7813955285096435e-9
1.371	2.568489215755228e-9
1.372	2.3348512751035374e-9
1.373	2.0787189701385637e-9
1.374	1.7981826794811305e-9
1.375	1.4911737335165e-9
1.3760000000000001	1.1554516247541432e-9
1.377	7.885897194527933e-10
1.3780000000000001	3.8796048484318766e-10
1.379	-4.9281268954553094e-11
1.3800000000000001	-5.262157117972327e-10
1.39	-8.367437807338955e-9
1.4	-2.6284549990277798e-8
